 &plot nbnd=  36, nks=   251 /
            0.000000  0.000000  0.000000
  -13.772  -13.772  -13.772  -13.712  -13.712  -13.395  -13.395  -13.395  -13.386  -13.386
   -2.738    7.293    8.025    8.025    8.025   10.101   10.101   10.101   12.974   15.942
   15.942   16.340   16.340   16.340   18.823   26.609   26.609   26.609   28.572   28.572
   28.572   29.664   29.664   29.664   29.767   29.767
           -0.020000  0.000000  0.000000
  -13.772  -13.772  -13.772  -13.712  -13.711  -13.397  -13.395  -13.395  -13.386  -13.385
   -2.737    7.261    8.017    8.017    8.056   10.096   10.110   10.110   12.982   15.876
   15.943   16.343   16.343   16.402   18.835   26.591   26.601   26.601   28.531   28.531
   28.536   29.665   29.716   29.716   29.788   29.797
           -0.040000  0.000000  0.000000
  -13.773  -13.773  -13.773  -13.711  -13.711  -13.400  -13.395  -13.395  -13.387  -13.383
   -2.733    7.176    7.997    7.997    8.139   10.083   10.135   10.135   13.005   15.737
   15.946   16.351   16.351   16.527   18.869   26.538   26.576   26.576   28.429   28.429
   28.437   29.668   29.848   29.853   29.853   29.879
           -0.060000  0.000000  0.000000
  -13.773  -13.773  -13.773  -13.711  -13.709  -13.404  -13.395  -13.395  -13.387  -13.380
   -2.726    7.061    7.963    7.963    8.252   10.061   10.177   10.177   13.042   15.576
   15.952   16.364   16.364   16.667   18.927   26.453   26.534   26.534   28.295   28.299
   28.299   29.672   29.943   29.992   30.041   30.041
           -0.080000  0.000000  0.000000
  -13.774  -13.773  -13.773  -13.710  -13.708  -13.408  -13.394  -13.394  -13.388  -13.377
   -2.717    6.930    7.918    7.918    8.379   10.031   10.234   10.234   13.093   15.408
   15.960   16.382   16.382   16.805   19.008   26.343   26.471   26.471   28.125   28.166
   28.166   29.678   30.070   30.123   30.260   30.260
           -0.100000  0.000000  0.000000
  -13.775  -13.774  -13.774  -13.710  -13.706  -13.412  -13.393  -13.393  -13.388  -13.375
   -2.705    6.790    7.863    7.863    8.513    9.994   10.303   10.303   13.158   15.238
   15.970   16.405   16.405   16.935   19.112   26.211   26.385   26.385   27.937   28.043
   28.043   29.686   30.223   30.260   30.497   30.497
           -0.120000  0.000000  0.000000
  -13.775  -13.774  -13.774  -13.709  -13.703  -13.416  -13.392  -13.392  -13.389  -13.372
   -2.691    6.644    7.801    7.801    8.651    9.951   10.383   10.383   13.234   15.069
   15.983   16.434   16.434   17.058   19.239   26.062   26.275   26.275   27.738   27.939
   27.939   29.695   30.397   30.398   30.745   30.745
           -0.140000  0.000000  0.000000
  -13.776  -13.775  -13.775  -13.708  -13.700  -13.421  -13.391  -13.391  -13.390  -13.370
   -2.674    6.496    7.732    7.732    8.791    9.903   10.473   10.473   13.322   14.902
   15.998   16.468   16.468   17.171   19.388   25.901   26.141   26.141   27.530   27.857
   27.857   29.706   30.534   30.588   31.002   31.002
           -0.160000  0.000000  0.000000
  -13.777  -13.776  -13.776  -13.707  -13.697  -13.426  -13.391  -13.390  -13.390  -13.368
   -2.654    6.345    7.658    7.658    8.929    9.850   10.571   10.571   13.420   14.740
   16.015   16.507   16.507   17.275   19.558   25.730   25.986   25.986   27.317   27.796
   27.796   29.718   30.666   30.792   31.265   31.265
           -0.180000  0.000000  0.000000
  -13.778  -13.777  -13.777  -13.705  -13.694  -13.431  -13.393  -13.389  -13.389  -13.366
   -2.632    6.194    7.581    7.581    9.066    9.795   10.676   10.676   13.526   14.583
   16.034   16.551   16.551   17.372   19.745   25.552   25.812   25.812   27.100   27.755
   27.755   29.732   30.792   31.009   31.531   31.531
           -0.200000  0.000000  0.000000
  -13.779  -13.778  -13.778  -13.704  -13.690  -13.436  -13.394  -13.387  -13.387  -13.364
   -2.607    6.041    7.501    7.501    9.200    9.737   10.786   10.786   13.642   14.433
   16.056   16.601   16.601   17.462   19.950   25.370   25.624   25.624   26.880   27.730
   27.730   29.748   30.912   31.234   31.799   31.799
           -0.220000  0.000000  0.000000
  -13.779  -13.779  -13.779  -13.702  -13.686  -13.442  -13.396  -13.386  -13.386  -13.363
   -2.580    5.888    7.419    7.419    9.331    9.678   10.902   10.902   13.764   14.290
   16.080   16.656   16.656   17.548   20.168   25.183   25.425   25.425   26.658   27.718
   27.718   29.765   31.027   31.468   32.067   32.067
           -0.240000  0.000000  0.000000
  -13.780  -13.780  -13.780  -13.700  -13.682  -13.447  -13.397  -13.384  -13.384  -13.362
   -2.550    5.735    7.336    7.336    9.456    9.617   11.021   11.021   13.894   14.156
   16.106   16.716   16.716   17.630   20.400   24.995   25.217   25.217   26.435   27.718
   27.718   29.784   31.135   31.708   32.331   32.331
           -0.260000  0.000000  0.000000
  -13.782  -13.782  -13.781  -13.698  -13.677  -13.453  -13.399  -13.382  -13.382  -13.360
   -2.518    5.581    7.253    7.253    9.556    9.575   11.145   11.145   14.030   14.032
   16.135   16.781   16.781   17.710   20.643   24.805   25.004   25.004   26.212   27.727
   27.727   29.804   31.238   31.954   32.582   32.582
           -0.280000  0.000000  0.000000
  -13.783  -13.783  -13.781  -13.696  -13.673  -13.458  -13.401  -13.380  -13.380  -13.360
   -2.482    5.428    7.169    7.169    9.495    9.688   11.271   11.271   13.919   14.171
   16.166   16.852   16.852   17.790   20.896   24.614   24.787   24.787   25.989   27.744
   27.744   29.825   31.335   32.204   32.794   32.794
           -0.300000  0.000000  0.000000
  -13.785  -13.785  -13.781  -13.694  -13.668  -13.464  -13.404  -13.378  -13.378  -13.359
   -2.445    5.275    7.086    7.086    9.434    9.791   11.401   11.401   13.820   14.318
