#  E (eV)   dos(E)     Int dos(E) EFermi =    2.580 eV
 -16.773  0.0000E+00  0.0000E+00
 -16.763  0.3237E+00  0.1388E-02
 -16.753  0.4445E+00  0.5056E-02
 -16.743  0.5839E+00  0.1035E-01
 -16.733  0.6658E+00  0.1655E-01
 -16.723  0.7717E+00  0.2374E-01
 -16.713  0.8601E+00  0.3194E-01
 -16.703  0.9255E+00  0.4086E-01
 -16.693  0.9956E+00  0.5045E-01
 -16.683  0.1080E+01  0.6082E-01
 -16.673  0.1152E+01  0.7199E-01
 -16.663  0.1205E+01  0.8377E-01
 -16.653  0.1269E+01  0.9614E-01
 -16.643  0.1335E+01  0.1092E+00
 -16.633  0.1402E+01  0.1228E+00
 -16.623  0.1468E+01  0.1372E+00
 -16.613  0.1525E+01  0.1522E+00
 -16.603  0.1582E+01  0.1677E+00
 -16.593  0.1642E+01  0.1838E+00
 -16.583  0.1707E+01  0.2006E+00
 -16.573  0.1772E+01  0.2180E+00
 -16.563  0.1836E+01  0.2360E+00
 -16.553  0.1895E+01  0.2547E+00
 -16.543  0.1956E+01  0.2739E+00
 -16.533  0.2020E+01  0.2938E+00
 -16.523  0.2087E+01  0.3143E+00
 -16.513  0.2157E+01  0.3355E+00
 -16.503  0.2224E+01  0.3575E+00
 -16.493  0.2297E+01  0.3800E+00
 -16.483  0.2369E+01  0.4034E+00
 -16.473  0.2442E+01  0.4274E+00
 -16.463  0.2517E+01  0.4522E+00
 -16.453  0.2595E+01  0.4778E+00
 -16.443  0.2685E+01  0.5042E+00
 -16.433  0.2779E+01  0.5315E+00
 -16.423  0.2873E+01  0.5598E+00
 -16.413  0.2970E+01  0.5890E+00
 -16.403  0.3069E+01  0.6192E+00
 -16.393  0.3187E+01  0.6504E+00
 -16.383  0.3316E+01  0.6829E+00
 -16.373  0.3453E+01  0.7168E+00
 -16.363  0.3604E+01  0.7520E+00
 -16.353  0.3769E+01  0.7889E+00
 -16.343  0.4117E+01  0.8286E+00
 -16.333  0.4345E+01  0.8709E+00
 -16.323  0.4555E+01  0.9153E+00
 -16.313  0.4828E+01  0.9622E+00
 -16.303  0.5179E+01  0.1012E+01
 -16.293  0.5752E+01  0.1067E+01
 -16.283  0.6620E+01  0.1129E+01
 -16.273  0.6771E+01  0.1196E+01
 -16.263  0.7182E+01  0.1266E+01
 -16.253  0.7731E+01  0.1339E+01
 -16.243  0.8081E+01  0.1418E+01
 -16.233  0.8769E+01  0.1502E+01
 -16.223  0.9504E+01  0.1593E+01
 -16.213  0.1094E+02  0.1696E+01
 -16.203  0.8200E+01  0.1791E+01
 -16.193  0.7114E+01  0.1867E+01
 -16.183  0.5646E+01  0.1934E+01
 -16.173  0.2692E+01  0.1971E+01
 -16.163  0.1906E+01  0.1993E+01
 -16.153  0.1495E+01  0.2010E+01
 -16.143  0.1247E+01  0.2024E+01
 -16.133  0.1110E+01  0.2036E+01
 -16.123  0.1011E+01  0.2046E+01
 -16.113  0.9576E+00  0.2056E+01
 -16.103  0.9236E+00  0.2065E+01
 -16.093  0.9297E+00  0.2074E+01
 -16.083  0.8145E+00  0.2083E+01
 -16.073  0.8573E+00  0.2091E+01
 -16.063  0.9078E+00  0.2100E+01
 -16.053  0.9573E+00  0.2110E+01
 -16.043  0.1005E+01  0.2119E+01
 -16.033  0.1052E+01  0.2130E+01
 -16.023  0.1098E+01  0.2140E+01
 -16.013  0.1153E+01  0.2152E+01
 -16.003  0.1216E+01  0.2164E+01
 -15.993  0.1275E+01  0.2176E+01
 -15.983  0.1402E+01  0.2189E+01
 -15.973  0.1512E+01  0.2204E+01
 -15.963  0.1615E+01  0.2220E+01
 -15.953  0.1733E+01  0.2236E+01
 -15.943  0.1858E+01  0.2254E+01
 -15.933  0.2001E+01  0.2274E+01
 -15.923  0.2155E+01  0.2294E+01
 -15.913  0.2323E+01  0.2317E+01
 -15.903  0.2536E+01  0.2341E+01
 -15.893  0.2744E+01  0.2367E+01
 -15.883  0.2964E+01  0.2396E+01
 -15.873  0.3272E+01  0.2427E+01
 -15.863  0.3568E+01  0.2461E+01
 -15.853  0.3928E+01  0.2499E+01
 -15.843  0.4392E+01  0.2540E+01
 -15.833  0.4950E+01  0.2587E+01
 -15.823  0.5750E+01  0.2640E+01
 -15.813  0.7023E+01  0.2703E+01
 -15.803  0.8421E+01  0.2780E+01
 -15.793  0.1297E+02  0.2884E+01
 -15.783  0.1370E+02  0.3027E+01
 -15.773  0.1098E+02  0.3159E+01
 -15.763  0.7509E+01  0.3248E+01
 -15.753  0.6096E+01  0.3317E+01
 -15.743  0.5170E+01  0.3373E+01
 -15.733  0.4496E+01  0.3421E+01
 -15.723  0.4061E+01  0.3463E+01
 -15.713  0.3703E+01  0.3502E+01
 -15.703  0.3343E+01  0.3537E+01
 -15.693  0.3033E+01  0.3569E+01
 -15.683  0.2815E+01  0.3599E+01
 -15.673  0.2587E+01  0.3626E+01
 -15.663  0.2378E+01  0.3650E+01
 -15.653  0.2211E+01  0.3673E+01
 -15.643  0.2065E+01  0.3695E+01
 -15.633  0.1933E+01  0.3715E+01
 -15.623  0.1811E+01  0.3733E+01
 -15.613  0.1696E+01  0.3751E+01
 -15.603  0.1535E+01  0.3767E+01
 -15.593  0.1467E+01  0.3782E+01
 -15.583  0.1398E+01  0.3797E+01
 -15.573  0.1328E+01  0.3810E+01
 -15.563  0.1257E+01  0.3823E+01
 -15.553  0.1196E+01  0.3836E+01
 -15.543  0.1144E+01  0.3847E+01
 -15.533  0.1091E+01  0.3858E+01
