Volume,Energy
29.168426692171018,-19.07185948
29.265769229137085,-19.07450704
29.363319224699207,-19.07711721
29.46109149732854,-19.0796903
29.559071228553936,-19.08222663
29.65727323684654,-19.08472654
29.755697522206347,-19.08719015
29.85432926616222,-19.08961787
29.953183287185297,-19.09200996
30.052259585275586,-19.09436673
30.151558160433083,-19.09668841
30.25106419418664,-19.0989754
30.350792505007405,-19.10122794
30.45074309289538,-19.10344614
30.550901139379413,-19.1056304
30.651296281401805,-19.10778102
30.751898882020257,-19.10989822
30.852723759705913,-19.1119823
30.953770914458783,-19.11403364
31.055040346278858,-19.11605225
31.156517236695,-19.11803858
31.25823122264949,-19.11999284
31.360152667200044,-19.12191529
31.46231120728895,-19.12380622
31.56467720597392,-19.12566586
31.66728030019725,-19.1274945
31.770090853016633,-19.12929237
31.873123682903227,-19.13105968
31.976393608328177,-19.13279673
32.07987099234919,-19.13450377
32.18358547190856,-19.13618103
32.28750741006398,-19.13782876
32.391666443757764,-19.13944724
32.49603293604761,-19.14103671
32.600636523875814,-19.14259733
32.70546238877122,-19.14412939
32.810510530733836,-19.14563311
32.91579576823481,-19.14710878
33.02128846433184,-19.14855671
33.12701825596723,-19.14997694
33.23295550619868,-19.15136973
33.33914467043963,-19.15273535
33.44554129327664,-19.15407403
33.55216019318086,-19.15538604
33.65901618862344,-19.15667154
33.76609446113323,-19.15793083
33.87340982918136,-19.15916405
33.98094747429671,-19.16037148
34.08870739647927,-19.16155329
34.19668959572903,-19.16270973
34.304908890517154,-19.16384103
34.413350462372485,-19.16494738
34.52202912976617,-19.16602906
34.63093007422706,-19.1670862
34.74006811422631,-19.16811897
34.849428431292765,-19.16912765
34.95901102542643,-19.17011239
35.06883071509845,-19.17107347
35.178887500308825,-19.17201106
35.28916656258641,-19.17292538
35.3996679019312,-19.17381663
35.51040633681435,-19.17468498
35.62138186723585,-19.17553067
35.73257967472456,-19.17635389
35.84401457775163,-19.17715482
35.9556717578459,-19.17793368
36.06756603347853,-19.17869077
36.17969740464952,-19.17942603
36.29205105288771,-19.18013977
36.404641796664265,-19.18083217
36.51746963597916,-19.18150345
36.630534570832424,-19.18215388
36.743821782752896,-19.18278345
36.85734609021171,-19.18339246
36.97109267473775,-19.18398109
37.085091173273284,-19.18454951
37.19931194887603,-19.1850979
37.31376982001713,-19.18562646
37.42846478669658,-19.18613554
37.54339684891439,-19.18662495
37.658566006670554,-19.18709504
37.77395744149393,-19.18754599
37.8896007903268,-19.18797795
38.00546641622688,-19.18839116
38.121569137665325,-19.18878579
38.237908954642116,-19.18916204
38.354485867157265,-19.1895199
38.471314693681926,-19.18985968
38.58836579727379,-19.19018149
38.705653996404,-19.19048555
38.82317929107258,-19.19077203
38.940941681279504,-19.19104104
39.05894116702479,-19.19129277
39.177192566779574,-19.19152738
39.295666243601566,-19.19174505
39.41437701596192,-19.1919459
39.533339702331766,-19.19213013
39.65253948423997,-19.19229792
39.77197636168654,-19.19244934
39.89165033467146,-19.19258457
40.01156140319473,-19.1927038
40.131709567256365,-19.19280717
40.252109645327494,-19.19289483
40.37274681893698,-19.19296693
40.49362108808482,-19.19302375
40.61473245277102,-19.1930652
40.736095731466726,-19.19309151
40.85769610570078,-19.19310285
40.9795335754732,-19.1930994
41.10162295925511,-19.19308133
41.223949438575374,-19.19304869
41.346513013434006,-19.19300164
41.46932850230213,-19.19294038
41.59238108670862,-19.192865
41.715685585124604,-19.19277565
41.83922717907895,-19.19267256
41.96300586857165,-19.19255575
42.08703647207385,-19.19242537
42.2113041711144,-19.19228159
42.33582378416446,-19.19212452
42.46059531122402,-19.19195433
42.585589115350786,-19.19177119
42.710849651958206,-19.19157514
42.83634728410399,-19.19136636
42.96208201178811,-19.19114496
43.08806865348174,-19.19091109
43.21430720918488,-19.1906649
43.34078286042637,-19.19040648
43.46751042567737,-19.19013601
43.594489904937866,-19.18985353
43.72170647973671,-19.18955923
43.84917496854507,-19.1892532
43.97689537136293,-19.1889356
44.10486768819029,-19.18860653
44.233077100555995,-19.18826621
44.36153842693121,-19.18791459
44.490236848844795,-19.18755189
44.61920200323902,-19.1871782
44.74840425317159,-19.18679367
44.87785841711367,-19.1863984
45.00756449506525,-19.18599258
45.137522487026345,-19.18557618
45.26771757452579,-19.18514941
45.39817939450588,-19.18471232
45.528878310024325,-19.18426511
45.65984395802343,-19.18380784
45.79104670156088,-19.18334063
45.922501359107834,-19.18286362
46.05420793066429,-19.18237689
46.18616641623026,-19.18188057
46.31837681580572,-19.18137476
46.45085394786182,-19.18085958
46.58356817545629,-19.18033517
46.71653431706027,-19.17980157
46.84975237267375,-19.17925888
46.98323716076787,-19.17870724
47.11695904440035,-19.17814676
47.25093284204233,-19.17757754
47.385173372164964,-19.17699976
47.5196658162971,-19.17641338
47.65441017443874,-19.17581854
47.78940644658987,-19.17521537
47.924654632750524,-19.17460399
48.06016955139181,-19.17398447
48.19593638404261,-19.17335699
48.3319551307029,-19.17272151
48.4682257913727,-19.17207819
48.604748366052014,-19.17142711
48.74153767321196,-19.17076841
48.87857889438142,-19.17010222
49.01588684803153,-19.16942848
49.15343189721999,-19.16874742
49.291258497360246,-19.16805908
49.429322193038864,-19.16736356
49.56765262119812,-19.16666097
49.70623496336689,-19.16595142
49.84508403801631,-19.16523502
49.98418502667523,-19.16451172
50.12353792934365,-19.16378173
50.26315756449272,-19.16304507
50.40304393212244,-19.16230189
50.54318221376166,-19.1615523
50.683572409410395,-19.16079631
50.82422933753977,-19.160034
50.96515299814979,-19.15926551
51.10632857276933,-19.15849091
